"0_eRNA"	"1_eRNA"	"10_eRNA"	"11_eRNA"	"12_eRNA"	"13_eRNA"	"14_eRNA"	"15_eRNA"	"2_eRNA"	"3_eRNA"	"4_eRNA"	"5_eRNA"	"6_eRNA"	"7_eRNA"	"8_eRNA"	"9_eRNA"
"LOC101166450"	0	0	0	0	107	127	199	159	0	0	0	0	0	0	0	3
"LOC101166452"	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
"LOC101166454"	0	0	0	0	56	46	82	55	0	0	0	0	0	0	0	0
"LOC101166455"	1	0	2	0	45	19	110	42	0	0	0	0	0	0	0	0
"LOC101166457"	0	0	0	0	18	19	14	40	0	0	0	0	0	0	0	0
"LOC101166460"	0	0	0	0	146	219	303	219	4	0	0	0	0	0	0	0
"LOC101166463"	9	9	0	0	1	0	0	0	0	3	0	2	0	0	0	0
"LOC101166465"	6	0	0	0	230	182	28	214	0	8	0	0	0	0	0	1
"LOC101166467"	9	0	4	0	425	341	216	358	3	13	0	0	0	0	1	3
"LOC101166471"	0	0	0	0	16	15	32	27	0	0	0	0	0	0	0	0
"LOC101166474"	0	0	0	0	33	15	35	10	0	0	0	0	0	0	0	0
"LOC101166477"	6	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0
"LOC101166480"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101166485"	34	15	2	3	1131	837	963	1299	5	24	3	0	0	0	5	9
"LOC101166486"	36	0	0	0	2110	1656	1691	2119	1	15	0	0	0	0	0	2
"LOC101166488"	41	14	9	12	2849	2643	2678	2462	1	8	1	3	4	0	6	11
"LOC101166490"	0	0	0	0	10	7	20	31	0	0	0	0	0	0	0	0
"LOC101166491"	132	20	15	19	106	99	108	175	22	33	1	2	1	1	19	11
"LOC101166492"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101166493"	0	0	0	0	110	243	506	303	0	0	0	0	0	0	0	0
"LOC101166494"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101166495"	0	0	1	0	160	74	126	240	0	0	0	0	0	0	0	0
"LOC101166497"	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0
"LOC101166499"	2	1	0	0	150	238	140	136	0	1	0	0	0	0	1	3
"LOC101166500"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"LOC101166501"	105	50	5	6	2051	1927	1913	3615	10	13	0	0	0	0	9	15
"LOC101166504"	0	0	0	0	62	17	0	37	0	0	0	0	0	0	0	0
"LOC101166505"	9	1	0	1	477	392	415	672	4	4	0	0	0	0	0	4
"LOC101166506"	0	0	0	0	3	6	0	3	0	0	0	0	0	0	0	0
"LOC101166509"	18	3	2	2	516	504	313	445	6	7	0	7	0	0	5	1
"LOC101166510"	0	0	0	0	200	112	136	141	0	0	0	0	0	0	0	0
"LOC101166512"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"LOC101166513"	0	0	0	0	0	5	10	1	0	0	0	0	0	0	0	0
"LOC101166514"	25	5	2	2	1987	2202	2934	2078	0	1	1	0	2	0	1	2
"LOC101166519"	0	0	0	0	524	461	480	395	0	0	0	0	0	0	0	0
"LOC101166520"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101166523"	31	0	6	0	3559	3397	3143	4579	0	3	0	0	0	1	1	3
"LOC101166531"	0	0	0	1	96	122	92	142	0	0	0	0	0	0	0	0
"LOC101166533"	6	0	0	0	10	8	14	20	0	1	0	0	0	0	0	1
"LOC101166535"	131	1	9	14	1405	1080	1115	1952	41	63	0	13	0	0	41	16
"LOC101166537"	0	0	0	0	642	704	1103	876	0	0	0	0	0	4	0	0
"LOC101166541"	16	18	6	4	796	423	721	918	11	0	0	0	0	0	5	4
"LOC101166542"	6	0	0	1	281	199	231	350	0	0	0	0	0	0	0	0
"LOC101166543"	0	0	0	0	606	409	520	482	0	0	0	0	0	0	0	0
"LOC101166547"	9	0	0	0	28	19	37	17	3	0	0	0	0	0	0	0
"LOC101166548"	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
"LOC101166550"	43	2	7	12	3232	2612	3127	3100	4	2	0	0	3	0	2	14
"LOC101166552"	0	0	0	0	14	2	8	1	0	0	0	0	0	0	0	0
"LOC101166553"	347	152	12	17	11	4	72	11	0	64	4	15	3	0	17	37
"LOC101166554"	0	0	0	0	36	35	24	42	0	0	0	0	0	0	1	0
"LOC101166555"	0	0	0	0	522	586	620	424	0	2	0	0	0	0	1	0
"LOC101166556"	4	0	0	1	125	123	117	222	0	0	0	0	0	0	0	2
"LOC101166565"	0	0	0	1	252	194	267	296	0	0	0	0	0	0	0	0
"LOC101166566"	0	0	0	0	64	44	126	107	0	0	0	0	0	0	0	0
"LOC101166570"	0	1	0	1	187	177	321	304	0	0	0	0	0	0	1	0
"LOC101166572"	189	23	20	9	957	447	616	445	22	33	2	1	1	3	11	31
"LOC101166574"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101166575"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101166581"	8	0	0	0	4	7	17	18	0	0	0	0	0	0	0	0
"LOC101166586"	0	0	0	0	330	415	336	354	0	1	0	0	0	0	1	0
"LOC101166589"	0	0	0	0	1	7	1	6	0	0	0	0	0	0	0	0
"LOC101166590"	0	0	0	0	37	23	29	34	0	0	0	0	0	0	0	0
"LOC101166591"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"LOC101166592"	0	0	1	0	5	4	10	11	0	0	0	0	0	0	0	0
"LOC101166593"	24	9	2	3	364	380	405	405	3	5	0	0	1	0	5	1
"LOC101166594"	0	1	2	0	229	171	193	275	0	0	0	0	0	0	1	0
"LOC101166601"	2	0	0	0	72	84	144	57	7	0	1	0	0	0	0	0
"LOC101166604"	0	0	0	0	3	1	9	1	0	0	0	0	0	0	0	0
"LOC101166606"	188	39	28	19	1487	1280	1543	1438	58	70	1	4	0	0	27	34
"LOC101166607"	0	0	0	0	3	0	4	3	0	0	0	0	0	0	0	0
"LOC101166610"	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
"LOC101166616"	151	15	18	23	2680	599	640	892	49	36	0	3	0	1	7	21
"LOC101166620"	73	27	0	0	9	10	1	14	0	17	0	0	0	0	7	3
"LOC101166621"	0	0	0	0	412	616	922	689	0	0	0	0	0	0	1	0
"LOC101166622"	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0
"LOC101166623"	0	0	0	0	3	5	4	1	0	0	0	0	0	0	0	0
"LOC101166627"	24	7	1	0	797	1032	1048	1101	2	5	0	1	0	0	2	6
"LOC101166629"	0	0	0	0	5	1	14	1	0	0	0	0	0	0	0	0
"LOC101166632"	0	0	0	0	10	0	0	11	0	0	0	0	0	0	0	0
"LOC101166634"	1	0	0	0	0	6	11	20	0	0	0	0	0	0	0	0
"LOC101166636"	0	0	0	0	181	98	106	128	0	0	0	0	0	0	0	0
"LOC101166637"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101166640"	0	2	0	2	3509	4165	3828	3956	0	2	0	0	0	0	4	1
"LOC101166646"	0	0	0	0	97	83	87	93	0	0	0	0	0	0	0	0
"LOC101166647"	0	0	0	0	48	79	48	73	0	0	0	0	0	0	0	0
"LOC101166648"	11	0	0	0	14	12	46	24	0	0	0	0	0	0	0	0
"LOC101166651"	0	0	0	0	1	4	2	5	0	0	0	0	0	0	0	0
"LOC101166652"	0	0	0	0	0	4	47	10	0	0	0	0	0	0	0	0
"LOC101166653"	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
"LOC101166656"	84	7	13	10	626	411	597	599	14	8	0	0	0	0	3	13
"LOC101166659"	32	6	3	1	317	346	259	543	21	2	0	0	0	0	6	5
"LOC101166663"	79	2	1	2	23175	343	1457	7669	0	10	2	0	0	0	10	8
"LOC101166668"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101166672"	12	3	0	0	279	298	222	345	1	1	2	0	0	0	1	1
"LOC101166676"	11	0	1	1	49	60	65	67	2	0	0	1	0	0	0	0
"LOC101166678"	39	0	2	0	3503	2906	3919	3138	0	11	3	0	0	0	2	3
"LOC101166679"	0	0	0	0	4	3	0	4	0	0	0	0	0	0	0	0
"LOC101166683"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101166691"	4	0	0	0	223	228	276	211	0	0	0	0	0	0	1	0
"LOC101166693"	0	0	0	0	21	68	74	54	0	0	0	0	0	0	0	0
"LOC101166694"	0	0	0	0	24	5	0	30	0	0	0	0	0	0	0	0
"LOC101166698"	6	3	0	2	196	178	75	235	2	0	0	0	0	0	3	1
"LOC101166699"	0	0	0	0	74	82	25	131	0	0	0	0	0	0	0	0
"LOC101166700"	0	0	0	0	34	15	2	41	0	0	0	0	0	0	0	0
"LOC101166701"	39	0	3	2	245	218	128	455	2	1	1	0	0	0	2	6
"LOC101166704"	0	0	0	0	15	7	6	20	0	0	0	0	0	0	0	0
"LOC101166705"	7	0	0	0	24	60	0	98	0	0	0	0	0	0	0	0
"LOC101166706"	1	1	0	2	317	278	280	417	0	0	1	0	0	0	0	1
"LOC101166708"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101166711"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101166714"	0	0	0	0	565	473	398	375	0	0	0	0	0	0	0	0
"LOC101166715"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"LOC101166717"	0	0	0	0	2	5	18	8	0	0	0	0	0	0	0	0
"LOC101166718"	4	2	0	0	596	565	883	617	3	9	0	0	0	0	4	4
"LOC101166723"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"LOC101166725"	0	0	0	0	0	3	7	0	0	0	0	0	0	0	0	0
"LOC101166726"	16	1	4	1	656	779	1530	692	17	13	1	0	0	0	1	8
"LOC101166728"	1	0	0	0	275	279	433	356	0	0	0	0	0	0	0	0
"LOC101166729"	6	0	0	2	77	54	61	77	0	1	0	2	0	0	4	3
"LOC101166731"	15	0	0	6	611	481	533	812	4	2	0	0	0	0	1	0
"LOC101166733"	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
"LOC101166735"	5	0	0	0	118	156	68	145	0	0	0	0	0	0	0	0
"LOC101166736"	0	0	0	0	37	33	73	66	0	0	0	0	0	0	0	0
"LOC101166737"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101166740"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101166742"	55	3	6	3	393	341	355	415	9	15	0	3	1	1	9	11
"LOC101166743"	0	0	0	0	0	1	11	7	0	0	0	0	0	0	0	0
"LOC101166745"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101166746"	0	0	0	0	25	37	25	5	0	0	0	0	0	0	0	0
"LOC101166747"	0	0	0	0	14	0	16	0	0	0	0	0	0	0	0	0
"LOC101166750"	0	0	2	0	1326	1348	1583	1724	0	0	0	0	0	0	1	0
"LOC101166751"	3	16	6	0	419	358	458	553	0	0	1	0	0	0	0	0
"LOC101166752"	31	13	13	9	885	926	513	2071	11	12	1	0	2	0	20	11
"LOC101166753"	6	4	2	0	329	351	442	491	0	0	0	0	0	0	0	0
"LOC101166755"	56	26	0	2	52762	60596	65816	41101	11	0	1	1	1	0	6	6
"LOC101166756"	0	0	0	0	73	45	81	55	0	0	0	0	0	0	0	0
"LOC101166759"	0	0	0	0	0	10	3	24	0	0	0	0	0	0	0	0
"LOC101166761"	3	0	0	0	843	521	574	329	2	1	3	0	0	0	0	0
"LOC101166763"	2	0	0	0	102	76	89	50	2	2	0	0	0	0	0	0
"LOC101166764"	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0
"LOC101166766"	31	12	1	0	462	414	547	453	3	10	0	0	0	0	0	5
"LOC101166767"	0	1	0	0	634	761	316	939	0	0	0	0	0	0	1	0
"LOC101166770"	0	0	0	0	63	39	34	37	0	0	0	0	0	0	0	0
"LOC101166773"	0	0	0	0	53	94	55	80	0	0	0	0	0	0	0	0
"LOC101166777"	44	2	0	4	10710	10034	9651	9619	11	22	5	0	10	3	1	9
"LOC101166779"	0	0	1	0	517	328	580	480	1	0	0	0	0	0	0	0
"LOC101166781"	0	0	0	0	9	35	14	25	0	0	0	0	0	0	0	0
"LOC101166787"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101166789"	5	1	0	0	2465	2636	3244	2499	0	19	4	0	9	5	0	7
"LOC101166794"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101166797"	0	0	0	0	3	3	9	2	0	0	0	0	0	0	0	0
"LOC101166798"	71	0	1	5	393	343	372	385	18	10	2	0	0	0	7	1
"LOC101166800"	0	0	0	0	34	13	17	42	0	0	0	0	0	0	0	0
"LOC101166803"	0	0	0	0	0	14	0	23	0	0	0	0	0	0	0	0
"LOC101166810"	2	0	0	0	227	135	173	176	0	0	0	0	0	0	0	0
"LOC101166812"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"LOC101166813"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101166814"	23	1	0	0	191	154	209	273	2	0	4	2	2	3	1	1
"LOC101166816"	0	0	0	0	256	215	249	253	0	0	0	0	0	0	0	0
"LOC101166817"	7	4	0	9	169	119	56	233	7	10	0	0	0	0	3	3
"LOC101166820"	1	3	1	0	668	927	746	758	0	0	0	0	0	0	0	0
"LOC101166828"	0	3	0	0	62	9	23	36	0	0	0	0	0	0	0	0
"LOC101166829"	2	0	0	0	13	20	35	6	0	0	0	0	0	0	0	0
"LOC101166830"	0	0	0	0	6	24	28	12	0	0	0	0	0	0	0	0
"LOC101166831"	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101166832"	0	0	0	0	11	11	0	12	0	0	0	0	0	0	0	0
"LOC101166833"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101166835"	2	0	0	0	19	39	78	59	0	0	0	0	0	0	0	0
"LOC101166836"	6	0	0	1	0	9	0	4	0	3	0	1	5	0	0	0
"LOC101166837"	89	1	0	10	992	971	1087	1538	17	8	1	0	0	0	14	16
"LOC101166842"	0	0	0	0	129	209	356	156	0	0	0	0	0	0	0	0
"LOC101166843"	0	1	0	0	4	3	0	0	0	0	0	0	0	0	0	0
"LOC101166844"	0	0	0	0	194	199	321	226	0	1	0	0	0	0	0	0
"LOC101166845"	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101166847"	2	0	0	0	302	299	362	263	0	0	0	0	0	0	0	0
"LOC101166848"	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LOC101166851"	0	0	0	0	333	174	156	483	0	0	0	0	0	0	0	1
"LOC101166855"	0	0	0	0	1	6	1	12	0	0	0	0	0	0	0	0
"LOC101166856"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101166859"	12	2	0	0	104	110	277	131	2	0	0	0	0	0	0	1
"LOC101166864"	0	0	0	0	1	11	1	4	0	0	0	0	0	0	0	0
"LOC101166866"	4	1	1	0	112	128	335	267	5	0	0	0	2	0	1	1
"LOC101166870"	0	1	0	0	18	20	30	31	0	0	0	0	0	0	0	0
"LOC101166872"	0	0	0	1	535	425	882	1155	0	0	0	0	0	0	0	0
"LOC101166873"	57	10	4	10	293	339	275	427	7	10	0	1	0	0	10	4
"LOC101166874"	285	157	4	22	54304	55706	80660	43068	29	50	7	10	15	4	23	40
"LOC101166876"	5	0	0	0	8	40	69	21	0	18	0	1	2	0	0	0
"LOC101166882"	8	0	0	0	204	200	199	232	0	0	0	0	0	0	0	0
"LOC101166883"	29	1	3	5	1856	1300	1249	1162	7	1	4	0	0	0	0	2
"LOC101166884"	20	2	9	3	40	42	27	81	2	5	0	0	0	0	7	8
"LOC101166888"	26	1	4	11	970	422	433	576	11	4	0	1	0	0	5	7
"LOC101166889"	0	0	0	0	75	92	145	60	0	0	0	0	0	0	0	0
"LOC101166893"	66	7	3	5	1835	2148	2320	2198	9	6	0	1	0	0	7	11
"LOC101166894"	13	2	0	0	350	407	364	507	1	0	0	0	0	0	0	0
"LOC101166903"	0	0	0	0	6	2	5	17	0	0	0	0	0	0	0	0
"LOC101166904"	0	0	0	0	2221	2627	3198	2730	0	0	0	0	0	0	0	2
"LOC101166911"	0	0	0	0	533	320	376	467	0	2	0	0	0	0	1	0
"LOC101166912"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101166919"	0	0	0	1	0	0	10	1	0	0	0	0	0	0	0	0
"LOC101166920"	15	5	1	1	837	865	1019	1066	8	4	0	0	0	0	5	9
"LOC101166926"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101166928"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101166932"	0	0	0	0	464	494	842	400	0	0	0	0	0	0	0	0
"LOC101166934"	2	0	0	0	49	91	86	101	1	0	0	0	0	0	0	0
"LOC101166936"	11	0	2	0	254	196	263	241	5	0	0	0	0	0	0	2
"LOC101166938"	0	0	0	0	22	14	29	46	0	0	0	0	0	0	0	0
"LOC101166940"	2	0	0	0	5	16	12	9	0	0	0	0	0	0	0	0
"LOC101166941"	2	0	0	0	40	4	45	31	0	5	0	0	0	0	0	0
"LOC101166945"	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
"LOC101166946"	0	0	0	0	17	12	0	2	0	0	0	0	0	0	0	0
"LOC101166949"	0	0	0	0	841	875	500	647	1	0	0	0	0	0	0	0
"LOC101166954"	11	6	0	0	125	140	46	231	9	11	0	0	0	0	3	2
"LOC101166955"	0	0	0	0	5	0	16	26	0	0	0	0	0	0	0	1
"LOC101166956"	22	8	0	5	1063	955	1683	960	0	1	0	0	1	0	1	2
"LOC101166958"	39	0	0	2	2914	816	600	756	3	1	0	0	1	0	2	4
"LOC101166961"	80	6	4	9	16018	4485	7555	6221	22	12	2	6	13	6	12	17
"LOC101166962"	0	0	0	0	0	0	11	2	0	0	0	0	0	0	0	0
"LOC101166963"	0	0	0	0	43	16	7	53	0	0	0	0	0	0	0	0
"LOC101166967"	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
"LOC101166969"	0	2	0	0	58	13	11	73	0	0	0	0	0	0	0	0
"LOC101166973"	39	15	8	0	1617	1593	2218	1167	9	7	0	1	0	0	7	4
"LOC101166974"	25	0	0	11	578	695	587	845	2	0	0	0	0	0	7	4
"LOC101166975"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101166976"	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0
"LOC101166977"	0	0	0	0	99	48	81	69	1	0	0	0	1	0	0	0
"LOC101166980"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"LOC101166981"	15	0	0	0	1611	1728	1693	2065	0	1	0	0	0	0	1	1
"LOC101166982"	0	0	0	0	141	123	143	139	0	0	0	0	0	0	0	0
"LOC101166984"	15	4	0	0	911	1067	1178	895	0	14	1	0	0	0	0	2
"LOC101166985"	0	0	1	0	80	151	176	145	0	0	0	0	0	0	6	1
"LOC101166986"	5	2	1	2	291	374	358	380	0	0	0	0	0	0	1	3
"LOC101166987"	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
"LOC101166988"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101166989"	0	0	0	0	81	126	101	81	0	0	0	0	0	0	0	0
"LOC101166990"	43	0	0	1	154	140	87	267	1	0	0	0	0	0	0	0
"LOC101166991"	16	5	0	0	0	1	0	0	0	0	0	1	0	0	0	1
"LOC101166992"	51	0	3	1	319	245	577	194	0	0	0	0	0	0	1	1
"LOC101166994"	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101166995"	3	4	0	0	182	107	131	113	2	2	0	0	0	0	0	3
"LOC101166997"	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
"LOC101166998"	0	0	0	5	619	702	475	577	0	0	0	1	0	0	0	0
"LOC101166999"	0	0	0	0	102	78	89	95	0	0	0	0	0	0	0	0
"LOC101167004"	0	1	0	0	0	0	12	0	0	0	0	0	0	0	0	0
"LOC101167007"	0	0	0	0	19	9	23	6	0	1	0	0	0	0	0	0
"LOC101167009"	0	0	0	0	63	51	8	108	0	0	0	0	0	0	0	1
"LOC101167011"	0	0	0	0	124	146	151	81	0	0	0	0	0	0	0	0
"LOC101167013"	0	0	0	0	28	34	3	7	0	0	0	0	0	0	0	0
"LOC101167014"	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
"LOC101167016"	0	0	0	0	168	172	271	220	0	12	0	2	0	0	0	4
"LOC101167017"	0	0	0	0	7	3	4	3	0	0	0	0	0	0	0	0
"LOC101167021"	1	0	0	0	767	679	899	761	0	0	0	0	0	0	0	0
"LOC101167022"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101167026"	0	0	0	0	17	6	10	6	0	0	0	0	0	0	0	0
"LOC101167031"	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"LOC101167032"	0	1	7	0	465	489	405	482	0	0	0	0	3	0	0	2
"LOC101167033"	7	0	0	0	13	12	7	21	0	0	0	0	0	0	0	0
"LOC101167034"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101167041"	0	0	0	0	30	52	0	48	0	0	0	0	0	0	0	0
"LOC101167043"	3	0	0	0	212	155	120	137	1	0	0	0	0	0	0	0
"LOC101167046"	0	0	0	0	47	52	24	86	0	2	0	0	0	0	0	0
"LOC101167047"	0	0	0	0	365	228	329	359	0	0	0	0	0	0	0	0
"LOC101167049"	0	1	0	0	177	148	207	149	0	0	0	0	0	0	0	0
"LOC101167050"	2	1	0	0	787	621	773	728	0	0	0	0	0	0	2	0
"LOC101167052"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101167053"	10	0	2	0	258	317	354	272	0	1	0	0	0	0	1	0
"LOC101167055"	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
"LOC101167057"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101167058"	17	0	5	2	696	441	524	564	2	0	0	0	0	3	0	4
"LOC101167059"	0	0	0	0	44	22	63	47	0	0	0	0	0	0	0	0
"LOC101167061"	22	1	0	1	5782	4982	2835	6644	5	8	1	0	0	1	0	0
"LOC101167062"	0	0	0	0	11	17	8	11	0	0	0	0	0	0	0	0
"LOC101167064"	0	0	0	0	13	4	0	3	0	0	0	0	0	0	0	0
"LOC101167065"	0	0	0	0	10	11	2	6	0	0	0	0	0	0	0	0
"LOC101167073"	3	0	0	0	415	494	596	396	0	0	0	0	1	0	0	3
"LOC101167075"	6	16	0	0	7	0	0	3	0	0	0	0	0	0	0	0
"LOC101167081"	52	2	8	1	45	70	93	111	10	10	0	0	0	2	7	10
"LOC101167083"	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0
"LOC101167085"	26	5	1	0	27	17	0	10	10	5	0	0	0	2	0	5
"LOC101167088"	0	0	0	0	194	143	157	216	0	1	0	0	0	0	0	0
"LOC101167089"	3	0	0	0	218	129	95	108	0	0	0	0	0	0	1	0
"LOC101167092"	11	0	0	0	252	286	245	377	0	5	0	0	0	0	0	0
"LOC101167093"	0	0	0	0	43	91	62	53	0	0	0	0	0	0	0	0
"LOC101167094"	3	1	0	1	9	5	8	11	2	2	0	0	0	0	0	0
"LOC101167096"	9	6	0	1	54	53	20	74	0	3	0	0	0	1	2	2
"LOC101167098"	0	0	0	0	282	246	310	261	0	0	0	0	0	0	0	0
"LOC101167101"	7	3	0	2	127	169	99	183	0	0	0	0	0	0	0	0
"LOC101167104"	0	0	0	1	0	4	1	0	0	0	0	0	0	0	0	0
"LOC101167108"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101167110"	42	0	16	4	1351	1355	1066	1719	18	0	0	0	0	0	8	2
"LOC101167112"	2	5	0	0	845	1206	1442	1223	8	3	0	0	0	0	0	2
"LOC101167113"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101167118"	7	5	1	5	0	8	10	15	0	9	0	0	0	1	4	3
"LOC101167119"	5	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0
"LOC101167120"	23	0	0	0	2587	2232	2587	2561	2	0	0	0	0	0	8	2
"LOC101167121"	18	3	17	15	1542	701	838	1597	32	16	0	0	0	0	1	1
"LOC101167122"	1	1	0	0	34	48	73	89	0	0	0	0	0	0	0	5
"LOC101167126"	11	17	0	0	593	571	484	776	10	4	0	0	0	0	0	4
"LOC101167129"	19	14	0	11	5207	4374	3246	6807	12	14	4	1	1	2	1	4
"LOC101167133"	2	0	0	0	268	164	159	226	0	0	0	0	0	0	0	0
"LOC101167134"	0	0	0	0	15	2	19	23	0	0	0	0	0	0	0	0
"LOC101167135"	9	3	0	1	2946	3393	4406	2754	5	2	0	0	0	0	1	1
"LOC101167136"	8	2	0	1	18	13	13	9	1	0	0	0	0	0	0	0
"LOC101167140"	4	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0
"LOC101167141"	0	0	0	0	0	0	1	23	0	0	0	0	0	0	0	0
"LOC101167142"	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
"LOC101167144"	1	1	0	0	64	116	61	124	0	0	0	0	0	0	1	0
"LOC101167147"	0	0	0	0	232	154	219	397	0	0	0	0	0	0	0	0
"LOC101167150"	0	0	0	0	189	247	305	251	0	0	0	0	0	0	0	0
"LOC101167157"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101167158"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101167163"	24	2	0	2	702	673	719	1029	9	11	0	0	2	0	4	4
"LOC101167164"	0	0	0	0	12	12	16	8	0	0	0	0	0	0	0	2
"LOC101167167"	0	1	0	0	184	181	268	233	0	0	0	0	2	0	0	0
"LOC101167169"	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
"LOC101167170"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"LOC101167176"	8	0	0	0	359	331	328	422	0	0	0	0	0	0	0	0
"LOC101167181"	0	2	0	0	16	0	0	0	0	0	0	0	0	0	0	1
"LOC101167184"	0	0	0	0	124	89	209	130	0	0	0	0	0	0	0	1
"LOC101167186"	2	0	0	0	79	64	10	78	0	0	0	0	0	0	0	0
"LOC101167189"	0	0	0	0	274	249	263	243	0	0	0	0	0	0	0	0
"LOC101167193"	0	0	0	0	270	302	435	334	0	0	0	0	0	0	0	1
"LOC101167195"	20	7	0	4	3267	3205	4804	4318	17	0	0	0	0	0	2	4
"LOC101167197"	30	10	0	6	1748	2748	2886	2994	25	3	0	0	0	0	4	12
"LOC101167198"	30	5	3	3	852	439	591	1123	10	0	0	0	11	0	1	2
"LOC101167207"	2	0	1	0	98	49	102	94	0	0	0	0	0	0	0	0
"LOC101167208"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"LOC101167210"	0	0	0	0	8	13	0	3	0	0	0	0	0	0	0	0
"LOC101167211"	58	5	0	8	2447	2283	2117	3479	1	4	0	0	0	0	3	8
"LOC101167215"	0	0	0	0	433	480	939	409	0	0	0	0	0	0	0	0
"LOC101167217"	21	0	0	4	468	440	382	851	4	7	0	0	0	0	0	2
"LOC101167221"	13	2	0	2	1557	1842	1144	2717	0	0	1	0	2	0	5	0
"LOC101167223"	0	0	0	0	12	12	0	30	0	0	0	0	0	0	0	0
"LOC101167224"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101167225"	26	0	0	1	1195	1171	1596	1643	4	0	0	0	0	0	0	1
